time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-01-18T18:01:41.175Z,-17.0772,-71.2305,96.42,4.5,mb,,129,1.54,1.31,us,us60007a58,2020-01-24T05:33:34.535Z,"34km WNW of Moquegua, Peru",earthquake,7.2,6.4,0.083,43,reviewed,us,us
2020-01-18T18:00:17.922Z,31.646,93.3935,33.27,4.7,mb,,56,2.75,0.5,us,us60007a5a,2020-01-20T14:21:11.040Z,"33km NW of Biruxong, China",earthquake,6.3,4.9,0.058,100,reviewed,us,us
2020-01-18T16:38:14.384Z,-2.8617,139.327,44,6,mww,,30,7.069,1.07,us,us60007a3h,2020-02-10T15:14:35.898Z,"141km W of Abepura, Indonesia",earthquake,8.1,1.9,0.044,50,reviewed,us,us
2020-01-18T16:38:10.363Z,26.2392,66.4387,10,4.8,mb,,227,8.573,0.93,us,us60007a4g,2020-02-10T14:57:51.040Z,"12km E of Bela, Pakistan",earthquake,6.5,2,0.101,30,reviewed,us,us
2020-01-18T15:49:56.645Z,63.5326,-24.0255,10,4.5,mb,,66,1.699,0.76,us,us60007k5s,2020-02-03T18:10:05.040Z,"85km WSW of Grindavik, Iceland",earthquake,5.8,1.9,0.102,28,reviewed,us,us
2020-01-18T14:17:38.501Z,63.5254,-24.1042,10,4.5,mb,,128,1.728,0.69,us,us60007a2d,2020-02-09T20:22:31.879Z,"89km WSW of Grindavik, Iceland",earthquake,10.7,1.9,0.081,44,reviewed,us,us
2020-01-18T02:53:41.119Z,-14.6711,167.7734,129.95,4.5,mb,,279,0.948,1.06,us,us60007k5c,2020-01-31T01:54:35.040Z,"88km ENE of Port-Olry, Vanuatu",earthquake,15.2,8.1,0.171,10,reviewed,us,us
2020-01-18T02:25:15.821Z,-29.1955,-176.1916,10,5.2,mb,,109,1.519,0.92,us,us600079q1,2020-01-18T02:43:52.040Z,"166km E of Raoul Island, New Zealand",earthquake,12.6,1.9,0.051,126,reviewed,us,us
2020-01-18T02:16:38.552Z,13.3423,120.4441,35,4.5,mb,,159,0.894,0.74,us,us60007k5a,2020-01-30T22:58:19.040Z,"8km SSW of Paluan, Philippines",earthquake,11.2,2,0.204,7,reviewed,us,us
2020-01-18T02:12:48.026Z,-29.3597,-176.1812,10,4.7,mb,,133,1.53,1.21,us,us60007k59,2020-01-30T22:43:08.040Z,"167km E of Raoul Island, New Zealand",earthquake,14,1.9,0.142,15,reviewed,us,us
2020-01-18T02:07:40.286Z,-29.62,-176.1014,10,5.3,mb,,106,1.637,1.34,us,us600079pc,2020-01-18T02:25:11.040Z,"178km ESE of Raoul Island, New Zealand",earthquake,11.4,1.9,0.055,112,reviewed,us,us
2020-01-18T01:55:22.654Z,4.5127,94.9488,35,4.8,mb,,176,2.114,0.85,us,us600079p6,2020-01-18T02:15:20.040Z,"122km SSW of Banda Aceh, Indonesia",earthquake,10.7,1.7,0.128,19,reviewed,us,us
2020-01-18T01:31:10.531Z,-6.6069,132.139,10,5,mww,,70,1.6,0.96,us,us600079ne,2020-01-18T01:50:43.040Z,"124km SSW of Tual, Indonesia",earthquake,6.9,1.9,0.08,15,reviewed,us,us
2020-01-18T00:57:13.491Z,-34.8689,-107.84,10,4.9,mb,,94,7.804,1.04,us,us60007k58,2020-02-02T05:55:28.040Z,"Southern East Pacific Rise",earthquake,11.4,1.9,0.104,29,reviewed,us,us
2020-01-17T22:39:18.323Z,-10.2565,161.4789,81.95,4.6,mb,,110,7.6,0.54,us,us60007j8w,2020-02-02T05:32:27.040Z,"53km WNW of Kirakira, Solomon Islands",earthquake,14.3,4.2,0.137,16,reviewed,us,us
2020-01-17T16:05:48.861Z,39.7081,77.1475,10,5.3,mww,,98,2.079,1.2,us,us700071qm,2020-02-09T17:22:11.765Z,"88km E of Arzak, China",earthquake,7.6,1.9,0.083,14,reviewed,us,us
2020-01-17T15:39:49.579Z,13.598,146.5051,21.64,4.7,mb,,91,1.591,1.14,us,us60007j8j,2020-02-03T18:19:10.040Z,"153km ESE of Rota, Northern Mariana Islands",earthquake,7.2,4.9,0.174,10,reviewed,us,us
2020-01-17T15:36:54.251Z,13.1888,120.1048,35.63,4.6,mb,,116,8.068,0.61,us,us700071pj,2020-02-09T17:17:26.040Z,"45km SW of Harrison, Philippines",earthquake,7.8,10.8,0.129,18,reviewed,us,us
2020-01-17T14:13:35.108Z,51.7764,-175.2157,45.87,4.9,mwr,,87,0.488,1.04,us,us700071nr,2020-02-11T12:12:45.738Z,"83km WSW of Atka, Alaska",earthquake,5.2,4.8,0.089,12,reviewed,us,us
2020-01-17T11:03:22.734Z,5.6886,126.2047,104.76,4.8,mb,,91,1.506,0.89,us,us700071lr,2020-01-17T11:26:01.040Z,"67km ESE of Caburan, Philippines",earthquake,8.1,7.7,0.058,92,reviewed,us,us
2020-01-17T06:45:36.808Z,-1.0637,127.4334,10,4.7,mb,,78,1.824,0.86,us,us700071ip,2020-02-01T13:07:50.040Z,"41km NW of Laiwui, Indonesia",earthquake,5.6,1.6,0.096,33,reviewed,us,us
2020-01-17T06:43:52.450Z,-1.0622,127.4208,10,4.9,mb,,84,5.165,0.58,us,us700071im,2020-02-01T13:06:55.040Z,"42km NW of Laiwui, Indonesia",earthquake,5.1,1.8,0.088,41,reviewed,us,us
2020-01-17T06:37:52.714Z,-11.6371,-13.782,10,5.8,mww,,55,3.724,0.58,us,us700071ij,2020-02-01T13:06:18.981Z,"Ascension Island region",earthquake,8.8,1.9,0.053,34,reviewed,us,us
2020-01-17T06:32:45.637Z,-11.1881,-13.9155,10,4.6,mb,,94,3.264,0.38,us,us60007j8b,2020-02-01T13:01:54.040Z,"Ascension Island region",earthquake,12.9,1.5,0.152,13,reviewed,us,us
2020-01-17T05:07:07.205Z,-19.0212,-69.1951,121.06,4.5,mb,,80,0.643,1.23,us,us700071hp,2020-02-01T12:45:04.040Z,"98km SSE of Putre, Chile",earthquake,8,7.6,0.156,12,reviewed,us,us
2020-01-17T04:32:04.986Z,2.1522,-79.691,10,4.8,mb,,149,2.27,0.97,us,us700071h9,2020-01-17T04:53:18.040Z,"104km WNW of Tumaco, Colombia",earthquake,8.6,1.9,0.047,139,reviewed,us,us
2020-01-17T04:28:06.427Z,5.9354,125.9539,166.71,4.7,mb,,153,1.186,0.85,us,us700071h7,2020-01-17T04:44:18.040Z,"30km ESE of Mangili, Philippines",earthquake,10.6,4.9,0.093,35,reviewed,us,us
2020-01-17T03:39:47.476Z,6.0816,126.9251,187.92,4.7,mb,,111,1.658,0.53,us,us700071gp,2020-01-17T03:55:46.040Z,"88km ESE of Pondaguitan, Philippines",earthquake,8.7,7.5,0.093,35,reviewed,us,us
2020-01-17T03:19:26.418Z,-28.5686,-71.5306,35,4.5,mb,,160,0.541,1.22,us,us700071g0,2020-01-17T22:38:18.040Z,"75km W of Vallenar, Chile",earthquake,5.9,2,0.27,4,reviewed,us,us
2020-01-17T02:11:12.454Z,16.6681,-94.8818,50.36,4.9,mb,,139,2.661,0.89,us,us700071f1,2020-01-17T04:07:21.344Z,"22km NNW of Union Hidalgo, Mexico",earthquake,8.8,9.3,0.064,76,reviewed,us,us
2020-01-17T02:07:23.101Z,16.6584,-94.9514,27.38,5.3,mww,,121,2.726,0.92,us,us700071ey,2020-01-17T16:58:55.040Z,"18km ENE of San Jeronimo Ixtepec, Mexico",earthquake,7.5,5.3,0.08,15,reviewed,us,us
2020-01-17T01:42:54.434Z,-7.9441,129.0376,10,4.6,mb,,123,2.24,0.61,us,us60007j7w,2020-01-29T22:35:31.040Z,"251km W of Saumlaki, Indonesia",earthquake,6.9,2,0.223,6,reviewed,us,us
2020-01-17T01:34:44.388Z,-4.9023,102.7895,55.21,4.7,mb,,94,0.563,0.53,us,us700071en,2020-01-17T01:53:10.040Z,"109km W of Kuripan, Indonesia",earthquake,5.9,7.8,0.123,20,reviewed,us,us
2020-01-16T22:09:45.752Z,-9.6784,151.0494,10,5,mb,,33,3.846,0.8,us,us700071bf,2020-01-18T05:09:18.040Z,"100km NE of Alotau, Papua New Guinea",earthquake,8.3,1.8,0.07,65,reviewed,us,us
2020-01-16T22:04:24.935Z,-10.472,124.1355,10,4.9,mb,,78,0.723,0.95,us,us700071b1,2020-01-18T05:13:02.040Z,"69km ESE of Kupang, Indonesia",earthquake,6,1.9,0.08,49,reviewed,us,us
2020-01-16T21:51:00.127Z,52.1493,159.6331,35,4.6,mb,,117,1.061,0.9,us,us700071as,2020-01-18T05:20:39.518Z,"119km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8.2,2,0.055,100,reviewed,us,us
2020-01-16T20:12:35.571Z,-46.9636,165.3455,10,4.5,mb,,212,1.218,0.67,us,us60007j7h,2020-02-06T18:21:05.040Z,"215km WSW of Riverton, New Zealand",earthquake,7.5,2,0.382,2,reviewed,us,us
2020-01-16T20:03:54.078Z,52.1548,160.0714,35,4.6,mb,,119,1.228,0.63,us,us60007j7g,2020-02-06T18:10:31.040Z,"138km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake,10.4,2,0.273,4,reviewed,us,us
2020-01-16T18:03:03.643Z,51.7891,159.5546,35,4.5,mb,,166,1.354,0.89,us,us60007j7c,2020-02-06T16:33:30.040Z,"149km SSE of Vilyuchinsk, Russia",earthquake,5.4,2,0.18,9,reviewed,us,us
2020-01-16T18:01:22.958Z,-24.511,-177.3504,123.54,4.5,mb,,127,8.762,0.97,us,us60007j7b,2020-02-06T17:18:59.040Z,"South of the Fiji Islands",earthquake,14.5,9.5,0.131,17,reviewed,us,us
2020-01-16T16:31:10.546Z,52.0958,159.7981,27.61,5.4,mww,,97,1.163,0.95,us,us70007103,2020-01-17T19:01:37.689Z,"131km SE of Petropavlovsk-Kamchatskiy, Russia",earthquake,6.8,3.5,0.057,30,reviewed,us,us
2020-01-16T13:17:48.673Z,-15.1764,-173.3736,10,4.7,mb,,114,1.994,0.8,us,us700070xl,2020-02-09T16:56:49.040Z,"94km NNE of Hihifo, Tonga",earthquake,4.8,1.9,0.096,33,reviewed,us,us
2020-01-16T13:12:55.676Z,-19.9146,-69.0919,99.27,4.5,mww,,42,0.232,0.97,us,us700070xb,2020-02-09T16:54:12.722Z,"115km ENE of Iquique, Chile",earthquake,6.2,4.4,0.098,10,reviewed,us,us
2020-01-16T12:01:05.171Z,20.3707,-45.6514,10,4.6,mb,,103,26.69,1.1,us,us700070wv,2020-01-16T13:44:36.040Z,"Northern Mid-Atlantic Ridge",earthquake,12.7,1.9,0.071,59,reviewed,us,us
2020-01-16T09:58:19.245Z,0.1069,-17.0858,10,5.5,mww,,46,8.436,0.62,us,us700070uj,2020-01-17T16:51:57.040Z,"North of Ascension Island",earthquake,9,1.8,0.08,15,reviewed,us,us
2020-01-16T09:36:11.758Z,26.5308,127.6927,5,4.6,mb,,56,0.601,0.52,us,us700070u5,2020-01-19T10:27:11.207Z,"17km NW of Ishikawa, Japan",earthquake,4.2,5.2,0.097,32,reviewed,us,us
2020-01-16T08:32:38.346Z,41.2486,83.7056,10,5.2,mww,,57,4.154,0.56,us,us700070sc,2020-02-01T12:30:34.219Z,"83km SE of Kuqa, China",earthquake,9.6,1.9,0.075,17,reviewed,us,us
2020-01-16T02:27:19.613Z,-22.7351,-175.5242,35,4.8,mb,,91,6.373,1.09,us,us700070nr,2020-01-16T02:41:06.040Z,"166km SSW of `Ohonua, Tonga",earthquake,10.8,2,0.102,30,reviewed,us,us
2020-01-16T02:03:16.340Z,-4.0503,-77.0209,101.04,4.6,mb,,105,4.492,0.51,us,us700070nf,2020-01-16T02:35:38.786Z,"93km NNW of Barranca, Peru",earthquake,9.6,9.5,0.064,74,reviewed,us,us
2020-01-15T23:14:02.905Z,-37.3195,178.9649,11.77,4.6,mb,,142,0.577,0.8,us,us700070l2,2020-01-29T05:46:11.208Z,"170km NNE of Gisborne, New Zealand",earthquake,6,4.1,0.152,13,reviewed,us,us
2020-01-15T16:22:13.858Z,-9.1328,123.7967,79.91,5,mb,,53,0.773,1.14,us,us700070am,2020-01-30T03:39:21.040Z,"51km N of Naisano Dua, Indonesia",earthquake,5.7,5.7,0.072,62,reviewed,us,us
2020-01-15T15:36:23.850Z,17.9155,-67.0171,5,5.2,mwp,13,245,0.0604,0.18,pr,pr2020015008,2020-01-30T04:11:54.040Z,"6km WSW of Guanica, Puerto Rico",earthquake,1.15,0.42,0,0,reviewed,pr,pr
2020-01-15T14:39:31.135Z,-32.9508,-68.5154,27.44,4.5,mwr,,41,1.43,0.87,us,us7000708k,2020-02-01T11:42:57.749Z,"15km NNW of San Martin, Argentina",earthquake,6.2,3.9,0.045,47,reviewed,us,us
2020-01-15T14:36:53.501Z,-33.5557,-178.1558,10,4.5,mb,,157,4.301,0.86,us,us60007i8u,2020-02-01T11:40:51.040Z,"245km SSE of L'Esperance Rock, New Zealand",earthquake,9.2,2,0.163,11,reviewed,us,us
2020-01-15T14:36:15.705Z,13.9674,-93.0188,10,4.6,mb,,185,1.398,0.88,us,us7000708m,2020-02-01T11:26:59.040Z,"105km SW of Puerto Madero, Mexico",earthquake,8.8,2,0.133,17,reviewed,us,us
2020-01-15T12:16:41.557Z,-10.4876,124.0259,10,4.5,mb,,78,0.765,0.8,us,us7000707w,2020-01-15T12:44:46.040Z,"60km SE of Kupang, Indonesia",earthquake,5.9,1.9,0.106,26,reviewed,us,us
2020-01-15T11:34:26.693Z,25.5672,103.1593,10,4.6,mb,,82,5.376,0.87,us,us7000707e,2020-01-15T23:22:32.677Z,"11km W of Rende, China",earthquake,8.6,1.9,0.094,34,reviewed,us,us
2020-01-15T11:31:35.948Z,42.9319,145.2254,90.11,5,mb,,120,1.783,0.82,us,us70007077,2020-01-21T10:25:38.601Z,"51km SSW of Nemuro, Japan",earthquake,7.9,7.2,0.048,136,reviewed,us,us
2020-01-15T10:02:19.166Z,-19.6607,-176.2202,45.61,4.5,mb,,123,5.752,0.68,us,us60007i8w,2020-02-09T14:10:17.040Z,"194km NNW of Nuku`alofa, Tonga",earthquake,13.7,7.4,0.081,45,reviewed,us,us
2020-01-15T09:45:18.720Z,-10.3675,-78.5972,38.04,5.4,mww,,63,2.357,0.94,us,us7000704a,2020-02-12T09:09:49.144Z,"58km SW of Huarmey, Peru",earthquake,6.7,4.3,0.066,22,reviewed,us,us
2020-01-15T08:35:51.300Z,-11.637,116.6494,22.78,4.7,mb,,103,3.993,1.14,us,us7000703r,2020-01-15T08:55:08.040Z,"South of Lombok, Indonesia",earthquake,3.8,6.1,0.117,22,reviewed,us,us
2020-01-15T08:25:55.366Z,-1.927,138.7888,32.56,4.9,mb,,106,6.608,0.7,us,us7000703h,2020-01-15T08:48:46.040Z,"214km WNW of Abepura, Indonesia",earthquake,10,5.3,0.102,30,reviewed,us,us
2020-01-15T08:24:56.097Z,55.1798,162.0162,64.99,4.6,mb,,155,2.931,0.58,us,us7000703i,2020-01-15T08:41:03.040Z,"120km SSW of Ust'-Kamchatsk Staryy, Russia",earthquake,12.8,10.8,0.047,137,reviewed,us,us
2020-01-15T08:15:28.674Z,16.534,-97.8339,36.48,5.2,mb,,161,1.24,0.95,us,us70007035,2020-01-17T17:22:43.262Z,"15km NE of Pinotepa de Don Luis, Mexico",earthquake,7.3,6.8,0.024,567,reviewed,us,us
2020-01-15T07:55:29.686Z,-10.383,124.0956,10,5.5,mww,,34,0.646,1.26,us,us7000702n,2020-01-16T18:19:07.040Z,"61km ESE of Kupang, Indonesia",earthquake,5.5,1.8,0.078,16,reviewed,us,us
2020-01-15T07:44:41.781Z,16.6622,-97.6761,48.7,4.7,mb,,175,1.235,0.65,us,us7000702h,2020-01-15T08:37:51.392Z,"34km ESE of Santa Maria Zacatepec, Mexico",earthquake,9.2,8.7,0.029,365,reviewed,us,us
2020-01-15T02:40:10.112Z,5.7103,126.9697,139.89,4.5,mb,,108,1.932,0.95,us,us7000700s,2020-01-29T02:06:00.611Z,"113km SE of Pondaguitan, Philippines",earthquake,8.1,7.6,0.085,41,reviewed,us,us
2020-01-15T00:30:11.192Z,13.8638,-93.1848,10,4.6,mb,,117,1.367,0.94,us,us70006zz8,2020-02-10T00:49:43.040Z,"125km SW of Puerto Madero, Mexico",earthquake,6,1.8,0.059,84,reviewed,us,us
2020-01-15T00:17:06.507Z,15.1025,-61.2072,141.05,4.8,mb,,47,0.263,0.75,us,us70006zyx,2020-01-30T23:27:09.040Z,"18km SE of Berekua, Dominica",earthquake,7.1,4.7,0.035,253,reviewed,us,us
2020-01-15T00:14:18.296Z,-23.6845,-179.977,505.76,5,mb,,23,5.834,1.05,us,us70006zyu,2020-01-30T23:20:26.040Z,"South of the Fiji Islands",earthquake,9.6,5.5,0.033,299,reviewed,us,us
2020-01-14T23:16:45.292Z,-20.8719,-177.0346,291.62,4.5,mb,,63,5.585,1.28,us,us60007hcw,2020-01-30T00:20:39.040Z,"175km E of Ndoi Island, Fiji",earthquake,10.3,7.1,0.083,43,reviewed,us,us
2020-01-14T22:37:10.450Z,53.484,-35.3579,10,4.6,mb,,52,18.406,0.57,us,us60007hd0,2020-01-30T00:02:23.040Z,"Reykjanes Ridge",earthquake,7.5,1.7,0.071,59,reviewed,us,us
2020-01-14T17:57:09.384Z,6.7886,-73.0626,164.27,4.8,mb,,49,2.301,0.7,us,us70006zqu,2020-01-16T17:57:32.806Z,"11km NNW of Aratoca, Colombia",earthquake,8.6,9.1,0.03,357,reviewed,us,us
2020-01-14T15:38:35.006Z,13.696,144.6669,129.19,4.6,mb,,126,0.222,1.09,us,us60007hd6,2020-01-28T22:39:00.040Z,"25km NNW of Asan-Maina Village, Guam",earthquake,10.2,3.1,0.207,11,reviewed,us,us
2020-01-14T13:45:27.717Z,-30.3717,-177.5678,22.99,4.8,mb,,193,1.166,0.48,us,us60007hcq,2020-01-28T21:11:29.040Z,"126km SSE of Raoul Island, New Zealand",earthquake,12.4,7.3,0.139,16,reviewed,us,us
2020-01-14T12:26:41.830Z,17.8548,-66.8686,10,4.6,ml,13,231,0.1208,0.23,pr,pr2020014006,2020-02-08T07:28:31.735Z,"24km SSE of Guanica, Puerto Rico",earthquake,1.3,0.97,0.35,9,reviewed,pr,pr
2020-01-14T10:41:31.189Z,-23.4712,-66.8978,247.72,4.8,mb,,56,1.286,0.74,us,us70006zkf,2020-02-07T09:07:14.040Z,"101km NW of San Antonio de los Cobres, Argentina",earthquake,11,15.2,0.319,3,reviewed,us,us
2020-01-14T07:31:29.150Z,13.8836,121.1145,33.56,4.6,mb,,132,14.366,0.46,us,us60007hch,2020-02-11T12:16:43.040Z,"1km S of Aya, Philippines",earthquake,15.1,7.3,0.146,14,reviewed,us,us
2020-01-14T07:31:20.514Z,-41.7646,-90.4652,10,4.5,mb,,190,15.019,0.55,us,us70006zj2,2020-02-11T09:27:02.040Z,"Southeast of Easter Island",earthquake,15.1,1.9,0.113,23,reviewed,us,us
2020-01-14T04:25:49.853Z,36.1137,141.0094,35,4.9,mww,,109,2.271,0.89,us,us70006zhu,2020-02-07T01:02:58.844Z,"36km ENE of Kashima-shi, Japan",earthquake,6.1,1.9,0.08,15,reviewed,us,us
2020-01-14T02:56:53.147Z,13.9831,121.0421,10,4.5,mb,,131,18.918,0.97,us,us60007hc8,2020-02-11T01:04:14.040Z,"4km W of Mahabang Parang, Philippines",earthquake,12.6,1.9,0.132,17,reviewed,us,us
2020-01-14T02:04:03.325Z,-34.7855,-74.0109,10,4.5,mb,,110,2.282,0.92,us,us70006zgw,2020-02-11T02:06:19.040Z,"157km WNW of Constitucion, Chile",earthquake,5.8,1.9,0.15,13,reviewed,us,us
2020-01-14T01:57:28.784Z,-21.7336,-68.2837,110.41,5.1,mww,,31,0.892,0.95,us,us70006zgt,2020-02-10T01:27:49.253Z,"105km NE of Calama, Chile",earthquake,5.5,3.7,0.069,20,reviewed,us,us
2020-01-14T01:54:25.052Z,5.7093,126.1112,127.41,4.5,mb,,101,1.451,0.43,us,us60007hcc,2020-02-11T01:23:35.040Z,"56km ESE of Caburan, Philippines",earthquake,9,4.4,0.111,24,reviewed,us,us
2020-01-14T00:06:47.850Z,5.0903,127.0115,111.46,4.6,mb,,104,2.428,0.77,us,us70006zg9,2020-01-14T10:22:51.963Z,"168km SSE of Pondaguitan, Philippines",earthquake,7.5,8.3,0.096,32,reviewed,us,us
2020-01-13T21:59:40.717Z,-5.2025,151.5209,114.36,4.5,mb,,88,1.191,0.74,us,us60007evn,2020-01-29T23:43:13.040Z,"125km SW of Kokopo, Papua New Guinea",earthquake,10,6.1,0.069,62,reviewed,us,us
2020-01-13T19:53:48.042Z,36.0821,139.9162,40.94,5,mb,,37,0.267,0.84,us,us70006zbk,2020-01-29T23:29:36.347Z,"3km NNE of Iwai, Japan",earthquake,5.2,4.9,0.034,283,reviewed,us,us
2020-01-13T19:31:15.206Z,-24.5439,178.5331,552.47,4.8,mb,,49,5.647,1.09,us,us70006zb6,2020-01-29T23:24:55.040Z,"South of the Fiji Islands",earthquake,8.2,5.5,0.064,76,reviewed,us,us
2020-01-13T17:06:27.078Z,-32.7244,-178.3292,10,4.6,mb,,174,3.485,1.22,us,us60007evh,2020-02-04T21:29:07.040Z,"153km SSE of L'Esperance Rock, New Zealand",earthquake,14.3,1.9,0.146,14,reviewed,us,us
2020-01-13T15:40:40.673Z,-20.3349,-177.9674,541.36,4.5,mb,,98,4.561,0.54,us,us60007eve,2020-01-27T21:56:27.040Z,"84km ENE of Ndoi Island, Fiji",earthquake,13.9,11.6,0.135,16,reviewed,us,us
2020-01-13T15:39:34.743Z,13.9093,121.1297,10,4.5,mb,,130,0.268,0.51,us,us60007evf,2020-01-27T21:46:53.040Z,"0km SSE of Pangao, Philippines",earthquake,13.1,1.9,0.102,28,reviewed,us,us
2020-01-13T15:15:58.835Z,-13.6714,169.8023,5.31,4.6,mb,,82,3.074,1.18,us,us60007evc,2020-01-27T21:28:17.040Z,"244km E of Sola, Vanuatu",earthquake,10.9,5.2,0.146,14,reviewed,us,us
2020-01-13T14:15:46.187Z,-28.5734,-176.5617,12.06,4.6,mb,,146,1.372,0.99,us,us60007ev8,2020-01-27T19:27:05.040Z,"151km ENE of Raoul Island, New Zealand",earthquake,10.6,4.9,0.158,12,reviewed,us,us
2020-01-13T10:28:35.933Z,-6.1487,145.5615,117.2,4.8,mb,,77,3.601,0.91,us,us70006z43,2020-02-11T06:46:18.040Z,"20km ESE of Goroka, Papua New Guinea",earthquake,2.8,6.4,0.047,140,reviewed,us,us
